Country,Year,Methane_Co2_Equivalent_in_Kt,MethaneDeviation,GDP,Country Code,IncomeGroup,Region,lat,lon,TotalEmissions,
Kuwait,1987,6571.63,0.92,47974,KWT,High income,Middle East & North Africa,29.37322,47.97143,471490,0.01
Lebanon,1987,668.889,1.69,14077,LBN,Upper middle income,Middle East & North Africa,34.1736,36.0225,33648,0.02
Liberia,1987,833.329,2.38,959,LBR,Low income,Sub-Saharan Africa,6.3521,-9.3257,40604,0.02
Libya,1987,13450.9,-10.18,25010,LBY,Upper middle income,Middle East & North Africa,27.0041,17.7308,687184,-0.1
Sri Lanka,1987,10710.5,-9.65,3101,LKA,Lower middle income,South Asia,6.81157,80.6104,471616,-0.1
Lesotho,1987,1317.38,13.28,1124,LSO,Lower middle income,Sub-Saharan Africa,-29.31618,27.49303,49846,0.13
Lithuania,1987,6431.74,1.72,17140,LTU,High income,Europe & Central Asia,54.69063,25.26984,239158,0.02
Luxembourg,1987,945.618,1.35,46150,LUX,High income,Europe & Central Asia,49.6096,6.12969,42809,0.01
Latvia,1987,4446.1,1.48,13182,LVA,High income,Europe & Central Asia,56.94599,24.11487,161763,0.01
Morocco,1987,9224.9,6.78,3576,MAR,Lower middle income,Middle East & North Africa,32.5289,-6.0403,396546,0.07
Moldova,1987,2819.93,1.67,6494,MDA,Lower middle income,Europe & Central Asia,47.02462,28.83244,134918,0.02
Madagascar,1987,16094,5.3,1646,MDG,Low income,Sub-Saharan Africa,-18.90428,47.52354,707189,0.05
Maldives,1987,22.944,2.9,3461,MDV,Upper middle income,South Asia,4.17525,73.50928,1219,0.03
Mexico,1987,97259.3,0.02,11894,MEX,Upper middle income,Latin America & Caribbean,19.43196,-99.13313,4101730,0
Marshall Islands,1987,4.17383,5,2733,MHL,Upper middle income,East Asia & Pacific,7.0862,171.84685,211,0.05
Mali,1987,7800.22,1.92,1048,MLI,Low income,Sub-Saharan Africa,12.65032,-8.00004,457743,0.02
Malta,1987,164.01,3.58,13660,MLT,High income,Middle East & North Africa,35.89353,14.51179,7623,0.04
Mongolia,1987,8080.15,8.85,3573,MNG,Lower middle income,East Asia & Pacific,47.9221,106.91772,324010,0.09
Mozambique,1987,10575.7,37.26,405,MOZ,Low income,Sub-Saharan Africa,-25.97446,32.57323,425605,0.37
Mauritania,1987,3118.7,2.95,2822,MRT,Lower middle income,Sub-Saharan Africa,18.09194,-15.97248,167771,0.03
Mauritius,1987,202.477,1.67,6493,MUS,Upper middle income,Sub-Saharan Africa,-20.16389,57.4985,9466,0.02
Malawi,1987,3852.96,18.08,554,MWI,Low income,Sub-Saharan Africa,-13.91437,33.78427,154375,0.18
Malaysia,1987,23524,15.44,8333,MYS,Upper middle income,East Asia & Pacific,3.14777,101.69403,1055241,0.15
Namibia,1987,3081.74,4.21,6072,NAM,Upper middle income,Sub-Saharan Africa,-22.57159,17.09075,164149,0.04
Niger,1987,3983.9,-0.31,958,NER,Low income,Sub-Saharan Africa,13.51633,2.11627,224284,0
Nigeria,1987,52538.9,-2.71,2526,NGA,Lower middle income,Sub-Saharan Africa,9.0631,7.46179,2945375,-0.03
Nicaragua,1987,3619.12,-6.24,3808,NIC,Lower middle income,Latin America & Caribbean,12.11721,-86.24079,210009,-0.06
Netherlands,1987,29716.5,-1.79,28937,NLD,High income,Europe & Central Asia,52.3731,4.89329,1102817,-0.02
Norway,1987,12357,5.47,42225,NOR,High income,Europe & Central Asia,59.9123,10.75,577329,0.05
Nepal,1987,20203.1,2.75,1134,NPL,Low income,South Asia,27.69335,85.32233,878500,0.03
New Zealand,1987,27257.5,-3.86,24222,NZL,High income,East Asia & Pacific,-41.28948,174.77696,1152237,-0.04
Oman,1987,4917.01,-1.72,36053,OMN,High income,Middle East & North Africa,22.0906,57.0988,411797,-0.02
Pakistan,1987,84888.7,2,2761,PAK,Lower middle income,South Asia,33.70768,73.07048,4247209,0.02
Panama,1987,2691.25,-0.27,8995,PAN,High income,Latin America & Caribbean,8.4118,-81.1375,123546,0
Peru,1987,14348.7,6.75,7356,PER,Upper middle income,Latin America & Caribbean,-7.4554,-76.4849,634521,0.07
Philippines,1987,41024.7,-2.55,3670,PHL,Lower middle income,East Asia & Pacific,17.0167,121.1449,2006627,-0.03
Papua New Guinea,1987,4870.38,60.8,1760,PNG,Lower middle income,East Asia & Pacific,-6.65409,144.3563,112203,0.61
Poland,1987,135279,0.5,11207,POL,High income,Europe & Central Asia,52.22875,21.00625,4187582,0.01
Puerto Rico,1987,1623.49,-3.45,22375,PRI,High income,Latin America & Caribbean,18.2682,-66.5557,59045,-0.03
North Korea,1987,23459.3,1.32,2142,PRK,Low income,East Asia & Pacific,39.9949,126.4826,814278,0.01
Portugal,1987,8948.44,1.44,17189,PRT,High income,Europe & Central Asia,40.6867,-7.8904,429349,0.01
Paraguay,1987,15214.4,11.3,5637,PRY,Upper middle income,Latin America & Caribbean,-25.29738,-57.62775,601516,0.11
Qatar,1987,3956.06,-0.78,71067,QAT,High income,Middle East & North Africa,25.1724,51.1925,480764,-0.01
Romania,1987,41980.9,-0.51,13471,ROU,Upper middle income,Europe & Central Asia,44.4343,26.10296,1412814,-0.01
Russia,1987,577899,2.76,19355,RUS,Upper middle income,Europe & Central Asia,55.75697,50,21065036,0.03
Rwanda,1987,1591.46,1.05,953,RWA,Low income,Sub-Saharan Africa,-1.94509,30.06404,79026,0.01
Saudi Arabia,1987,26625.3,-5.97,32136,SAU,High income,Middle East & North Africa,24.6473,46.71468,2056345,-0.06
Sudan,1987,40821.3,2.02,2137,SDN,Lower middle income,Sub-Saharan Africa,15.60867,32.53578,2386128,0.02
Senegal,1987,5183.4,5.2,1875,SEN,Low income,Sub-Saharan Africa,15.0421,-15.0882,262359,0.05
Singapore,1987,880.096,2.08,27957,SGP,High income,East Asia & Pacific,1.29017,103.852,58858,0.02
Solomon Islands,1987,2172.36,1.54,1710,SLB,Lower middle income,East Asia & Pacific,-9.5984,160.14834,71192,0.02
Sierra Leone,1987,2603.84,2.9,1356,SLE,Low income,Sub-Saharan Africa,8.46502,-11.88553,122570,0.03
El Salvador,1987,2465.08,2.88,4457,SLV,Lower middle income,Latin America & Caribbean,13.69966,-89.20681,115315,0.03
Somalia,1987,13333.6,4.02,979,SOM,Low income,Sub-Saharan Africa,3.3303,44.8747,567641,0.04
Sao Tome and Principe,1987,26.2614,2.99,2330,STP,Lower middle income,Sub-Saharan Africa,0.21658,6.59542,1300,0.03
Suriname,1987,1166.92,6.43,9949,SUR,Upper middle income,Latin America & Caribbean,5.82031,-55.16542,38179,0.06
Slovenia,1987,2875.23,1.18,21476,SVN,High income,Europe & Central Asia,46.05061,14.5028,117538,0.01
Sweden,1987,10958.6,0.7,29889,SWE,High income,Europe & Central Asia,59.33233,18.06293,470129,0.01
Eswatini,1987,1077.83,-0.27,5171,SWZ,Lower middle income,Sub-Saharan Africa,-26.32604,31.1411,48181,0
Seychelles,1987,15.5586,2.28,11470,SYC,High income,Sub-Saharan Africa,-4.62311,55.45364,732,0.02
Syria,1987,7130.25,68.77,4234,SYR,Low income,Middle East & North Africa,33.4993,36.30132,344200,0.69
Chad,1987,8012.16,6.14,1058,TCD,Low income,Sub-Saharan Africa,15.5748,18.7182,457336,0.06
Togo,1987,2436.52,5.3,1406,TGO,Low income,Sub-Saharan Africa,8.4736,1.00643,130390,0.05
Thailand,1987,85135.3,1.41,4701,THA,Upper middle income,East Asia & Pacific,13.75336,100.50483,3688811,0.01
Tajikistan,1987,3780.62,1.79,3981,TJK,Low income,Europe & Central Asia,38.56791,68.77156,159714,0.02
Turkmenistan,1987,27415.4,4.21,9040,TKM,Upper middle income,Europe & Central Asia,37.95055,58.38555,924698,0.04
Timor-Leste,1987,331.719,-0.66,977,TLS,Lower middle income,East Asia & Pacific,-8.89242,125.7582,20213,-0.01
Tonga,1987,61.4544,9.84,3793,TON,Upper middle income,East Asia & Pacific,-21.13369,-175.20361,2348,0.1
Trinidad and Tobago,1987,3259.8,1.43,13902,TTO,High income,Latin America & Caribbean,10.459,-61.2323,230252,0.01
Tunisia,1987,3938.42,4.48,5214,TUN,Lower middle income,Middle East & North Africa,36.80002,10.1827,210882,0.04
Turkey,1987,42872.1,3.22,10351,TUR,Upper middle income,Europe & Central Asia,39.94292,32.86049,2134964,0.03
Tanzania,1987,24634.1,23.83,1420,TZA,Low income,Sub-Saharan Africa,-6.17349,35.74653,1056588,0.24
Uganda,1987,10054,-7.95,713,UGA,Low income,Sub-Saharan Africa,0.32537,32.58701,556449,-0.08
Ukraine,1987,106141,1.55,10437,UKR,Lower middle income,Europe & Central Asia,50.45058,30.52428,3869662,0.02
Uruguay,1987,17343.7,5.29,9833,URY,High income,Latin America & Caribbean,-34.87417,-56.16293,763890,0.05
United States,1987,604900,1.01,34787,USA,High income,North America,38.89037,-100,25000568,0.01
Uzbekistan,1987,30501.8,3.35,3226,UZB,Lower middle income,Europe & Central Asia,41.32051,69.30666,1389366,0.03
"Venezuela, RB",1987,39844.1,4.6,14802,VEN,Upper middle income,Latin America & Caribbean,7.1784,-65.2638,1958077,0.05
Vietnam,1987,58382.2,-0.61,1374,VNM,Lower middle income,East Asia & Pacific,21.0289,105.85465,3060610,-0.01
Vanuatu,1987,190.064,3.93,2519,VUT,Lower middle income,East Asia & Pacific,-17.73418,168.32094,9186,0.04
Samoa,1987,115.163,7.37,3815,WSM,Upper middle income,East Asia & Pacific,-13.624,-172.4482,4470,0.07
Yemen,1987,2870.3,3.31,3524,YEM,Low income,Middle East & North Africa,15.35318,44.21954,199326,0.03
South Africa,1987,48965.6,1.68,10459,ZAF,Upper middle income,Sub-Saharan Africa,-25.74587,28.18763,2208620,0.02
Zambia,1987,25036.5,63.3,2560,ZMB,Lower middle income,Sub-Saharan Africa,-15.42555,28.27877,827070,0.63
Zimbabwe,1987,9189.64,12.81,2299,ZWE,Low income,Sub-Saharan Africa,-17.82438,31.05,368583,0.13
Aruba,1988,14.5499,1.74,32328,ABW,High income,Latin America & Caribbean,12.52368,-70.03487,515,0.02
Afghanistan,1988,7920.27,5.81,1113,AFG,Low income,South Asia,34.53156,69.12535,418090,0.06
Angola,1988,15798,-22.91,4455,AGO,Lower middle income,Sub-Saharan Africa,-12.3329,16.8309,768497,-0.23
Albania,1988,2606.35,4.38,4307,ALB,Upper middle income,Europe & Central Asia,41.32233,19.82516,100147,0.04
United Arab Emirates,1988,12085.9,-6.17,82687,ARE,High income,Middle East & North Africa,23.4997,54.1571,824537,-0.06
Argentina,1988,98104.2,3,9620,ARG,High income,Latin America & Caribbean,-34.60851,-58.37349,4137984,0.03
Armenia,1988,2491.32,51.3,3886,ARM,Upper middle income,Europe & Central Asia,40.17334,44.51461,97866,0.51
Antigua and Barbuda,1988,37.7617,0.72,15441,ATG,High income,Latin America & Caribbean,17.0852,-61.8118,1516,0.01
Australia,1988,103628,-0.14,27757,AUS,High income,East Asia & Pacific,-35.30655,149.12656,4907976,0
Austria,1988,10346.8,1.75,28951,AUT,High income,Europe & Central Asia,48.20255,16.3688,399006,0.02
Azerbaijan,1988,11206.4,1.69,8760,AZE,Upper middle income,Europe & Central Asia,40.4299,47.4369,459643,0.02
Burundi,1988,1632.1,2.11,1044,BDI,Low income,Sub-Saharan Africa,-3.36014,29.36907,79489,0.02
Belgium,1988,12429.8,-6.53,29092,BEL,High income,Europe & Central Asia,50.84839,4.34969,520579,-0.07
Benin,1988,3733.38,-5.89,1427,BEN,Low income,Sub-Saharan Africa,6.48771,2.61353,193598,-0.06
Burkina Faso,1988,6461.33,1.35,898,BFA,Low income,Sub-Saharan Africa,11.58778,-2.47413,345405,0.01
Bangladesh,1988,86033.6,-0.52,1208,BGD,Lower middle income,South Asia,23.71321,90.39957,3878389,-0.01
Bulgaria,1988,15495.7,0.07,10567,BGR,Upper middle income,Europe & Central Asia,42.69717,23.32435,569442,0
Bahrain,1988,1687.3,4.39,31346,BHR,High income,Middle East & North Africa,26.22954,50.576,83450,0.04
"Bahamas, The",1988,129.905,4.19,24959,BHS,High income,Latin America & Caribbean,24.6591,-78.006,6464,0.04
Bosnia and Herzegovina,1988,4311.72,-5.41,3363,BIH,Upper middle income,Europe & Central Asia,43.85944,18.43576,139892,-0.05
Belarus,1988,17726.2,-0.44,8084,BLR,Upper middle income,Europe & Central Asia,53.90255,27.5631,657045,0
Belize,1988,151.007,1.78,4344,BLZ,Upper middle income,Latin America & Caribbean,17.25414,-88.77046,6931,0.02
Bolivia,1988,19465,-13.75,3613,BOL,Lower middle income,Latin America & Caribbean,-16.4989,-68.13313,906897,-0.14
Brazil,1988,303131,-3.34,11062,BRA,Upper middle income,Latin America & Caribbean,-15.77843,-47.92866,14049996,-0.03
Barbados,1988,114.185,4.59,13162,BRB,High income,Latin America & Caribbean,13.11202,-59.61269,4667,0.05
Brunei,1988,3343.78,-8.39,80275,BRN,High income,East Asia & Pacific,4.8919,114.94044,163011,-0.08
Bhutan,1988,895.907,-5.93,2004,BTN,Lower middle income,South Asia,27.4682,89.66189,43578,-0.06
Botswana,1988,4062.62,-17.86,7173,BWA,Upper middle income,Sub-Saharan Africa,-24.65527,25.91907,198601,-0.18
Central African Republic,1988,25241,-12.46,933,CAF,Low income,Sub-Saharan Africa,6.61404,20.65731,1720740,-0.12
Canada,1988,78447.6,5.8,31356,CAN,High income,North America,45.42179,-75.69119,3779435,0.06
Switzerland,1988,5686.98,1,43895,CHE,High income,Europe & Central Asia,46.94843,7.44046,227834,0.01
Chile,1988,11723.5,3.28,8288,CHL,High income,Latin America & Caribbean,-33.43724,-70.65002,614035,0.03
China,1988,961551,2.22,1597,CHN,Upper middle income,East Asia & Pacific,39.90469,116.40708,45917251,0.02
Cameroon,1988,10951.7,-21.81,3271,CMR,Lower middle income,Sub-Saharan Africa,3.86796,11.51695,568560,-0.22
Colombia,1988,47425,-0.32,7371,COL,Upper middle income,Latin America & Caribbean,4.61495,-74.06938,2178243,0
Comoros,1988,174.754,2.24,1689,COM,Low income,Sub-Saharan Africa,-11.69219,43.25921,8571,0.02
Cabo Verde,1988,75.7627,11.56,1546,CPV,Lower middle income,Sub-Saharan Africa,17.0545,-25.17401,3792,0.12
Costa Rica,1988,3749.32,-2.07,7036,CRI,Upper middle income,Latin America & Caribbean,9.92976,-84.08569,134421,-0.02
Cuba,1988,11988.8,0.33,13925,CUB,Upper middle income,Latin America & Caribbean,22.0677,-79.4995,474018,0
Cyprus,1988,414.707,2.79,21185,CYP,High income,Europe & Central Asia,34.8997,32.9066,19955,0.03
Czech Republic,1988,19784.2,-0.64,20293,CZE,High income,Europe & Central Asia,50.07908,14.43323,682287,-0.01
Germany,1988,117933,-2.3,31906,DEU,High income,Europe & Central Asia,52.51607,13.37699,4257031,-0.02
Djibouti,1988,376.124,6.87,3364,DJI,Lower middle income,Middle East & North Africa,11.58766,43.1448,17548,0.07
Dominica,1988,34.8625,1.58,6271,DMA,Upper middle income,Latin America & Caribbean,15.30201,-61.38607,1387,0.02
Denmark,1988,7823.31,-1.97,32720,DNK,High income,Europe & Central Asia,56.3716,9.1073,345797,-0.02
Dominican Republic,1988,5818.83,0.44,5104,DOM,Upper middle income,Latin America & Caribbean,19.0691,-70.886,257328,0
Algeria,1988,31566.2,0.34,9888,DZA,Upper middle income,Middle East & North Africa,28.0236,2.3609,1489812,0
Ecuador,1988,10758.3,8.82,7739,ECU,Upper middle income,Latin America & Caribbean,-0.20567,-78.50875,481911,0.09
Egypt,1988,24796.3,0.82,5886,EGY,Lower middle income,Middle East & North Africa,30.04998,31.24861,1350671,0.01
Eritrea,1988,1955.88,0.7,891,ERI,Low income,Sub-Saharan Africa,15.33637,38.93661,94128,0.01
Spain,1988,31891.1,7.15,22036,ESP,High income,Europe & Central Asia,40.42028,-3.70578,1361674,0.07
Estonia,1988,3057.94,6.88,13392,EST,High income,Europe & Central Asia,58.7038,25.7374,106626,0.07
Ethiopia,1988,34916.3,-0.61,682,ETH,Low income,Sub-Saharan Africa,9.01176,38.75919,1827482,-0.01
Finland,1988,9466.84,0.76,27282,FIN,High income,Europe & Central Asia,63.0041,26.0223,418548,0.01
Fiji,1988,620.107,2.01,5204,FJI,Upper middle income,East Asia & Pacific,-17.8464,177.9148,26244,0.02
France,1988,75699.9,-3.69,28101,FRA,High income,Europe & Central Asia,48.85693,2.3412,3541985,-0.04
Gabon,1988,2384.81,-1.78,15076,GAB,Upper middle income,Sub-Saharan Africa,-0.9496,11.2691,140426,-0.02
United Kingdom,1988,120286,-0.37,25750,GBR,High income,Europe & Central Asia,51.50643,-0.12721,4334694,0
Georgia,1988,5085.16,25.78,10135,GEO,Lower middle income,Europe & Central Asia,41.69792,44.79859,183747,0.26
Ghana,1988,6493.72,-3.56,1865,GHA,Lower middle income,Sub-Saharan Africa,7.6848,-1.2504,393569,-0.04
Guinea,1988,6228.26,-7.33,1122,GIN,Low income,Sub-Saharan Africa,9.51201,-13.70529,498429,-0.07
Gambia,1988,572.194,2.35,1463,GMB,Low income,Sub-Saharan Africa,13.52,-15.3748,28022,0.02
Guinea-Bissau,1988,713.535,-0.55,1585,GNB,Low income,Sub-Saharan Africa,11.80284,-14.60059,38862,-0.01
Equatorial Guinea,1988,109.409,4.42,1155,GNQ,Upper middle income,Sub-Saharan Africa,1.63472,10.46976,42323,0.04
Greece,1988,7422.27,1.91,20486,GRC,High income,Europe & Central Asia,37.97615,23.73642,321286,0.02
Grenada,1988,23.9527,-0.37,6583,GRD,Upper middle income,Latin America & Caribbean,12.111,-61.6894,1218,0
Greenland,1988,22.8303,1.64,18680,GRL,High income,Europe & Central Asia,76.9917,-42.3069,788,0.02
Guatemala,1988,4819.54,2.85,5269,GTM,Upper middle income,Latin America & Caribbean,14.63173,-90.46745,255750,0.03
Guyana,1988,1293.35,-11.65,3454,GUY,Upper middle income,Latin America & Caribbean,5.5936,-59.1166,82875,-0.12
Honduras,1988,4126.5,-1.21,3288,HND,Lower middle income,Latin America & Caribbean,14.08191,-87.2054,173026,-0.01
Croatia,1988,3996.3,6.38,19712,HRV,High income,Europe & Central Asia,45.80722,15.96757,169512,0.06
Haiti,1988,3312.7,0.27,2314,HTI,Low income,Latin America & Caribbean,18.54363,-72.33971,160218,0
Hungary,1988,10884.8,-1.57,18395,HUN,High income,Europe & Central Asia,47.50623,19.06483,411305,-0.02
Indonesia,1988,160742,-51.39,3940,IDN,Lower middle income,East Asia & Pacific,-6.17149,106.82753,10519804,-0.51
India,1988,519788,4.32,1649,IND,Lower middle income,South Asia,18,77.21725,22110672,0.04
Ireland,1988,12843.6,-0.15,19420,IRL,High income,Europe & Central Asia,53.1437,-7.7786,574419,0
Iran,1988,39267.3,-1.82,8626,IRN,Upper middle income,Middle East & North Africa,35.68878,51.41503,3015914,-0.02
Iraq,1988,23382.3,5.2,13153,IRQ,Upper middle income,Middle East & North Africa,33.34209,44.39309,888427,0.05
Iceland,1988,335.775,-0.32,28780,ISL,High income,Europe & Central Asia,64.8226,-18.487,14771,0
Israel,1988,1824.53,4.48,16906,ISR,High income,Middle East & North Africa,31.70425,35.2063,96404,0.04
Italy,1988,46344.5,1.08,28879,ITA,High income,Europe & Central Asia,41.90305,12.49581,1849961,0.01
Jamaica,1988,1095.84,-0.46,6641,JAM,Upper middle income,Latin America & Caribbean,18.1938,-77.4411,49088,0
Jordan,1988,721.584,6.62,8844,JOR,Upper middle income,Middle East & North Africa,31.95181,35.94042,46314,0.07
Japan,1988,68480.7,-2.1,26724,JPN,High income,East Asia & Pacific,36.1419,138.3339,2751790,-0.02
Kazakhstan,1988,66335.7,4.88,13225,KAZ,Upper middle income,Europe & Central Asia,51.12892,71.41369,2593672,0.05
Kenya,1988,19137.8,5.72,2332,KEN,Lower middle income,Sub-Saharan Africa,-1.28352,36.8238,852195,0.06
Cambodia,1988,14519.9,12.59,993,KHM,Lower middle income,East Asia & Pacific,11.55227,104.87691,738203,0.13
Kiribati,1988,9.84241,2.95,1633,KIR,Lower middle income,East Asia & Pacific,-0.85424,169.5309,452,0.03
South Korea,1988,33369.2,-1.18,10233,KOR,High income,East Asia & Pacific,39.01196,125.78686,1309908,-0.01
Kuwait,1988,7275.6,10.71,40807,KWT,High income,Middle East & North Africa,29.37322,47.97143,471490,0.11
Lebanon,1988,667.486,-0.21,10186,LBN,Upper middle income,Middle East & North Africa,34.1736,36.0225,33648,0
Liberia,1988,891.581,6.99,988,LBR,Low income,Sub-Saharan Africa,6.3521,-9.3257,40604,0.07
Libya,1988,14257.9,6,23850,LBY,Upper middle income,Middle East & North Africa,27.0041,17.7308,687184,0.06
Sri Lanka,1988,11564.4,7.97,3138,LKA,Lower middle income,South Asia,6.81157,80.6104,471616,0.08
Lesotho,1988,1288.35,-2.2,1202,LSO,Lower middle income,Sub-Saharan Africa,-29.31618,27.49303,49846,-0.02
Lithuania,1988,6919.8,7.59,17378,LTU,High income,Europe & Central Asia,54.69063,25.26984,239158,0.08
Luxembourg,1988,950.217,0.49,50010,LUX,High income,Europe & Central Asia,49.6096,6.12969,42809,0
Latvia,1988,4764.61,7.16,13770,LVA,High income,Europe & Central Asia,56.94599,24.11487,161763,0.07
Morocco,1988,8829.5,-4.29,3849,MAR,Lower middle income,Middle East & North Africa,32.5289,-6.0403,396546,-0.04
Moldova,1988,3200.98,13.51,6578,MDA,Lower middle income,Europe & Central Asia,47.02462,28.83244,134918,0.14
Madagascar,1988,15069.3,-6.37,1626,MDG,Low income,Sub-Saharan Africa,-18.90428,47.52354,707189,-0.06
Maldives,1988,23.6126,2.91,3648,MDV,Upper middle income,South Asia,4.17525,73.50928,1219,0.03
Mexico,1988,96415,-0.87,11817,MEX,Upper middle income,Latin America & Caribbean,19.43196,-99.13313,4101730,-0.01
Marshall Islands,1988,4.38014,4.94,2862,MHL,Upper middle income,East Asia & Pacific,7.0862,171.84685,211,0.05
Mali,1988,8187.38,4.96,1028,MLI,Low income,Sub-Saharan Africa,12.65032,-8.00004,457743,0.05
Malta,1988,169.947,3.62,14683,MLT,High income,Middle East & North Africa,35.89353,14.51179,7623,0.04
